t,s,w
t706,0.043,0.077
t707,0,0.021
t708,0,0.004
t709,0,0.009
t710,0,0.028
t711,0,0.047
t712,0,0.043
t713,0,0.044
t714,0,0.045
t715,0,0.039
t716,0,0.038
t717,0,0.032
t718,0,0.074
t719,0,0.179
t720,0,0.227
t721,0.097,0.162
t722,0.311,0.107
t723,0.526,0.144
t724,0.635,0.073
t725,0.68,0.041
t726,0.682,0.034
t727,0.642,0.031
t728,0.524,0.033
t729,0.326,0.035
t730,0.102,0.03
t731,0,0.011
t732,0,0.001
t733,0,0.001
t734,0,0.004
t735,0,0.011
t736,0,0.011
t737,0,0.004
t738,0,0.001
t739,0,0
t740,0,0
t741,0,0
t742,0,0
t743,0,0
t744,0,0
t745,0.083,0
t746,0.269,0
t747,0.472,0.01
t748,0.565,0.026
t749,0.672,0.041
t750,0.687,0.073
t751,0.633,0.101
t752,0.527,0.112
t753,0.345,0.116
t754,0.125,0.103
t755,0,0.083
t756,0,0.063
t757,0,0.056
t758,0,0.045
t759,0,0.028
t760,0,0.016
t761,0,0.014
t762,0,0.012
t763,0,0.006
t764,0,0.001
t765,0,0
t766,0,0.001
t767,0,0.005
t768,0,0.037
t769,0.031,0.08
t770,0.124,0.098
t771,0.283,0.133
t772,0.483,0.111
t773,0.609,0.077
t774,0.661,0.055
t775,0.611,0.049
t776,0.493,0.063
t777,0.294,0.093
t778,0.093,0.12
t779,0,0.08
t780,0,0.022
t781,0,0.007
t782,0,0.007
t783,0,0.015
t784,0,0.039
t785,0,0.101
t786,0,0.192
t787,0,0.315
t788,0,0.343
t789,0,0.249
t790,0,0.132
t791,0,0.061
t792,0,0.019
t793,0.151,0.004
t794,0.4,0.001
t795,0.594,0.039
t796,0.717,0.037
t797,0.774,0.033
t798,0.768,0.033
t799,0.671,0.032
t800,0.506,0.033
t801,0.309,0.032
t802,0.1,0.035
t803,0,0.02
t804,0,0.012
t805,0,0.006
t806,0,0.002
t807,0,0.001
t808,0,0.001
t809,0,0
t810,0,0
t811,0,0
t812,0,0
t813,0,0
t814,0,0
t815,0,0
t816,0,0
t817,0.135,0
t818,0.372,0
t819,0.566,0.003
t820,0.669,0.02
t821,0.707,0.034
t822,0.696,0.044
t823,0.617,0.051
t824,0.473,0.068
t825,0.278,0.088
t826,0.092,0.072
t827,0,0.037
t828,0,0.009
t829,0,0.003
t830,0,0.004
t831,0,0.007
t832,0,0.035
t833,0,0.055
t834,0,0.066
t835,0,0.087
t836,0,0.137
t837,0,0.175
t838,0,0.146
t839,0,0.08
t840,0,0.036
t841,0.151,0.023
t842,0.396,0.009
t843,0.589,0.059
t844,0.681,0.106
t845,0.736,0.105
t846,0.733,0.1
t847,0.635,0.087
t848,0.509,0.068
t849,0.323,0.046
t850,0.113,0.038
t851,0.001,0.036
t852,0,0.034
t853,0,0.041
t854,0,0.047
t855,0,0.061
t856,0,0.086
t857,0,0.114
t858,0,0.124
t859,0,0.126
t860,0,0.138
t861,0,0.138
t862,0,0.141
t863,0,0.167
t864,0,0.207
t865,0.103,0.201
t866,0.317,0.118
t867,0.497,0.187
t868,0.643,0.165
t869,0.703,0.133
t870,0.703,0.111
t871,0.625,0.098
t872,0.491,0.086
t873,0.294,0.113
t874,0.097,0.107
t875,0.001,0.074
t876,0,0.04
t877,0,0.036
t878,0,0.057
t879,0,0.076
t880,0,0.083
t881,0,0.066
t882,0,0.044
t883,0,0.034
t884,0,0.035
t885,0,0.031
t886,0,0.027
t887,0,0.026
t888,0,0.018
t889,0.144,0.01
t890,0.378,0.002
t891,0.563,0.005
t892,0.668,0.009
t893,0.723,0.008
t894,0.716,0.008
t895,0.623,0.014
t896,0.46,0.014
t897,0.3,0.02
t898,0.117,0.025
t899,0.002,0.022
t900,0,0.014
t901,0,0.008
t902,0,0.011
t903,0,0.027
t904,0,0.057
t905,0,0.083
t906,0,0.079
t907,0,0.054
t908,0,0.053
t909,0,0.079
t910,0,0.099
t911,0,0.104
t912,0,0.119
t913,0.034,0.147
t914,0.139,0.167
t915,0.281,0.183
t916,0.41,0.187
t917,0.49,0.168
t918,0.523,0.174
t919,0.493,0.193
t920,0.364,0.211
t921,0.232,0.225
t922,0.083,0.266
t923,0,0.243
t924,0,0.202
t925,0,0.145
t926,0,0.098
t927,0,0.085
t928,0,0.115
t929,0,0.144
t930,0,0.156
t931,0,0.169
t932,0,0.19
t933,0,0.202
t934,0,0.145
t935,0,0.142
t936,0,0.201
t937,0.095,0.214
t938,0.24,0.283
t939,0.384,0.333
t940,0.499,0.285
t941,0.571,0.199
t942,0.596,0.164
t943,0.551,0.155
t944,0.42,0.159
t945,0.245,0.169
t946,0.085,0.174
t947,0,0.163
t948,0,0.107
t949,0,0.072
t950,0,0.058
t951,0,0.039
t952,0,0.03
t953,0,0.058
t954,0,0.102
t955,0,0.127
t956,0,0.125
t957,0,0.142
t958,0,0.162
t959,0,0.204
t960,0,0.22
t961,0.066,0.188
t962,0.232,0.228
t963,0.464,0.195
t964,0.603,0.112
t965,0.649,0.051
t966,0.607,0.028
t967,0.544,0.021
t968,0.293,0.013
t969,0.11,0.006
t970,0.033,0.003
t971,0,0.004
t972,0,0.005
t973,0,0.01
t974,0,0.02
t975,0,0.033
t976,0,0.027
t977,0,0.015
t978,0,0.006
t979,0,0.003
t980,0,0.002
t981,0,0.002
t982,0,0.002
t983,0,0.002
t984,0,0.003
t985,0.154,0.003
t986,0.4,0.023
t987,0.601,0.067
t988,0.711,0.065
t989,0.769,0.073
t990,0.764,0.079
t991,0.691,0.06
t992,0.566,0.026
t993,0.377,0.03
t994,0.146,0.058
t995,0.004,0.078
t996,0,0.064
t997,0,0.044
t998,0,0.029
t999,0,0.017
t1000,0,0.007
t1001,0,0.003
t1002,0,0.002
t1003,0,0.002
t1004,0,0.002
t1005,0,0.01
t1006,0,0.035
t1007,0,0.061
t1008,0,0.067
t1009,0.103,0.038
t1010,0.306,0.003
t1011,0.46,0.002
t1012,0.618,0.001
t1013,0.695,0
t1014,0.713,0
t1015,0.675,0
t1016,0.564,0
t1017,0.395,0
t1018,0.168,0.003
t1019,0.006,0.008
t1020,0,0.008
t1021,0,0.021
t1022,0,0.034
t1023,0,0.025
t1024,0,0.006
t1025,0,0.005
t1026,0,0.007
t1027,0,0.007
t1028,0,0.008
t1029,0,0.007
t1030,0,0.004
t1031,0,0.003
t1032,0.001,0.001
t1033,0.096,0.001
t1034,0.34,0.001
t1035,0.577,0.028
t1036,0.686,0.05
t1037,0.744,0.057
t1038,0.742,0.039
t1039,0.686,0.011
t1040,0.568,0.019
t1041,0.382,0.055
t1042,0.154,0.084
t1043,0.006,0.083
t1044,0,0.051
t1045,0,0.026
t1046,0,0.011
t1047,0,0.007
t1048,0,0.005
t1049,0,0.007
t1050,0,0.008
t1051,0,0.013
t1052,0,0.025
t1053,0,0.042
t1054,0,0.046
t1055,0,0.053
t1056,0,0.07
t1057,0.053,0.076
t1058,0.206,0.093
t1059,0.383,0.122
t1060,0.562,0.113
t1061,0.634,0.118
t1062,0.627,0.113
