t,s,w
t1036,0.803,0.025
t1037,0.808,0.025
t1038,0.743,0.024
t1039,0.613,0.023
t1040,0.426,0.027
t1041,0.189,0.054
t1042,0.019,0.145
t1043,0,0.285
t1044,0,0.362
t1045,0,0.352
t1046,0,0.293
t1047,0,0.222
t1048,0,0.22
t1049,0,0.244
t1050,0,0.232
t1051,0,0.22
t1052,0,0.265
t1053,0,0.328
t1054,0,0.353
t1055,0,0.291
t1056,0.002,0.227
t1057,0.048,0.386
t1058,0.091,0.592
t1059,0.11,0.75
t1060,0.161,0.863
t1061,0.253,0.903
t1062,0.398,0.931
t1063,0.429,0.951
t1064,0.358,0.961
t1065,0.195,0.962
t1066,0.017,0.938
t1067,0,0.891
t1068,0,0.861
t1069,0,0.822
t1070,0,0.756
t1071,0,0.682
t1072,0,0.583
t1073,0,0.482
t1074,0,0.442
t1075,0,0.448
t1076,0,0.466
t1077,0,0.472
t1078,0,0.426
t1079,0,0.334
t1080,0.08,0.284
t1081,0.433,0.466
t1082,0.67,0.61
t1083,0.828,0.583
t1084,0.9,0.561
t1085,0.9,0.568
t1086,0.893,0.58
t1087,0.786,0.583
t1088,0.608,0.577
t1089,0.349,0.557
t1090,0.055,0.498
t1091,0,0.464
t1092,0,0.431
t1093,0,0.362
t1094,0,0.296
t1095,0,0.235
t1096,0,0.204
t1097,0,0.199
t1098,0,0.191
t1099,0,0.189
t1100,0,0.196
t1101,0,0.208
t1102,0,0.193
t1103,0,0.157
t1104,0.117,0.111
t1105,0.463,0.042
t1106,0.693,0.068
t1107,0.846,0.037
t1108,0.9,0.026
t1109,0.9,0.041
t1110,0.897,0.058
t1111,0.786,0.067
t1112,0.608,0.076
t1113,0.345,0.093
t1114,0.056,0.135
t1115,0,0.209
t1116,0,0.254
t1117,0,0.255
t1118,0,0.235
t1119,0,0.203
t1120,0,0.173
t1121,0,0.148
t1122,0,0.122
t1123,0,0.103
t1124,0,0.102
t1125,0,0.12
t1126,0,0.123
t1127,0,0.099
t1128,0.076,0.06
t1129,0.34,0.008
t1130,0.612,0
t1131,0.779,0
t1132,0.845,0
t1133,0.879,0
t1134,0.83,0
t1135,0.672,0
t1136,0.428,0
t1137,0.193,0
t1138,0.022,0
t1139,0,0.012
t1140,0,0.038
t1141,0,0.048
t1142,0,0.037
t1143,0,0.02
t1144,0,0.006
t1145,0,0.001
t1146,0,0.003
t1147,0,0.011
t1148,0,0.025
t1149,0,0.032
t1150,0,0.031
t1151,0,0.02
t1152,0.007,0.01
t1153,0.057,0.004
t1154,0.113,0.002
t1155,0.181,0.004
t1156,0.237,0.007
t1157,0.199,0.012
t1158,0.149,0.017
t1159,0.128,0.023
t1160,0.072,0.025
t1161,0.024,0.012
t1162,0.001,0.002
t1163,0,0.001
t1164,0,0.001
t1165,0,0.001
t1166,0,0.004
t1167,0,0.009
t1168,0,0.021
t1169,0,0.056
t1170,0,0.114
t1171,0,0.191
t1172,0,0.257
t1173,0,0.294
t1174,0,0.267
t1175,0,0.21
t1176,0.041,0.141
t1177,0.28,0.085
t1178,0.651,0.112
t1179,0.805,0.218
t1180,0.89,0.27
t1181,0.9,0.358
t1182,0.871,0.451
t1183,0.769,0.501
t1184,0.598,0.481
t1185,0.351,0.386
t1186,0.064,0.23
t1187,0,0.176
t1188,0,0.155
t1189,0,0.137
t1190,0,0.12
t1191,0,0.108
t1192,0,0.091
t1193,0,0.068
t1194,0,0.048
t1195,0,0.039
t1196,0,0.038
t1197,0,0.039
t1198,0,0.043
t1199,0,0.048
t1200,0.13,0.048
t1201,0.444,0.02
t1202,0.671,0.003
t1203,0.818,0.004
t1204,0.894,0.007
t1205,0.9,0.007
t1206,0.864,0.009
t1207,0.76,0.01
t1208,0.59,0.009
t1209,0.349,0.001
t1210,0.067,0
t1211,0,0
t1212,0,0
t1213,0,0
t1214,0,0
t1215,0,0
t1216,0,0
t1217,0,0
t1218,0,0
t1219,0,0
t1220,0,0
t1221,0,0.001
t1222,0,0.001
t1223,0,0.001
t1224,0.129,0.001
t1225,0.414,0.001
t1226,0.634,0
t1227,0.778,0
t1228,0.831,0.004
t1229,0.813,0.011
t1230,0.755,0.014
t1231,0.644,0.009
t1232,0.531,0.004
t1233,0.319,0.001
t1234,0.055,0
t1235,0,0.001
t1236,0,0.001
t1237,0,0.003
t1238,0,0.008
t1239,0,0.022
t1240,0,0.033
t1241,0,0.055
t1242,0,0.09
t1243,0,0.124
t1244,0,0.162
t1245,0,0.195
t1246,0,0.21
t1247,0,0.211
t1248,0.022,0.203
t1249,0.094,0.129
t1250,0.178,0.039
t1251,0.254,0.009
t1252,0.304,0.006
t1253,0.325,0.004
t1254,0.312,0
t1255,0.259,0
t1256,0.179,0
t1257,0.086,0
t1258,0.011,0.005
t1259,0,0.014
t1260,0,0.019
t1261,0,0.019
t1262,0,0.015
t1263,0,0.009
t1264,0,0.004
t1265,0,0.002
t1266,0,0.001
t1267,0,0.001
t1268,0,0.001
t1269,0,0.001
t1270,0,0.002
t1271,0,0.002
t1272,0.066,0.002
t1273,0.318,0.003
t1274,0.54,0.003
t1275,0.692,0.039
t1276,0.76,0.106
t1277,0.783,0.153
t1278,0.749,0.202
t1279,0.655,0.233
t1280,0.495,0.225
t1281,0.274,0.183
t1282,0.046,0.195
t1283,0,0.212
t1284,0,0.198
t1285,0,0.154
t1286,0,0.113
t1287,0,0.084
t1288,0,0.073
t1289,0,0.078
t1290,0,0.081
t1291,0,0.076
t1292,0,0.068
t1293,0,0.065
t1294,0,0.067
t1295,0,0.067
t1296,0.077,0.054
t1297,0.316,0.016
t1298,0.524,0.002
t1299,0.662,0
t1300,0.688,0.003
t1301,0.681,0.009
t1302,0.603,0.009
t1303,0.471,0.004
t1304,0.286,0
t1305,0.121,0.001
t1306,0.019,0.052
t1307,0,0.179
t1308,0,0.323
t1309,0,0.393
t1310,0,0.386
t1311,0,0.338
t1312,0,0.321
t1313,0,0.297
t1314,0,0.259
t1315,0,0.205
t1316,0,0.171
t1317,0,0.158
t1318,0,0.147
t1319,0,0.13
t1320,0.011,0.115
t1321,0.077,0.118
t1322,0.194,0.093
t1323,0.338,0.041
t1324,0.474,0.024
t1325,0.595,0.029
t1326,0.523,0.055
t1327,0.347,0.083
t1328,0.204,0.061
t1329,0.098,0.019
t1330,0.014,0.028
t1331,0,0.079
t1332,0,0.141
t1333,0,0.174
t1334,0,0.167
t1335,0,0.159
t1336,0,0.164
t1337,0,0.192
t1338,0,0.179
t1339,0,0.142
t1340,0,0.111
t1341,0,0.078
t1342,0,0.058
t1343,0,0.052
t1344,0.021,0.041
t1345,0.12,0.029
t1346,0.254,0.041
t1347,0.361,0.047
t1348,0.456,0.07
t1349,0.441,0.107
t1350,0.412,0.141
t1351,0.327,0.158
t1352,0.226,0.144
t1353,0.126,0.093
t1354,0.022,0.043
t1355,0,0.021
t1356,0,0.016
t1357,0,0.014
t1358,0,0.016
t1359,0,0.019
t1360,0,0.014
t1361,0,0.009
t1362,0,0.008
t1363,0,0.011
t1364,0,0.021
t1365,0,0.039
t1366,0,0.041
t1367,0,0.027
t1368,0.11,0.011
t1369,0.373,0.001
t1370,0.595,0.001
t1371,0.741,0.002
t1372,0.831,0.004
t1373,0.856,0.008
t1374,0.82,0.012
t1375,0.719,0.011
t1376,0.556,0.007
t1377,0.325,0.003
t1378,0.068,0.001
t1379,0,0.002
t1380,0,0.004
t1381,0,0.009
t1382,0,0.015
t1383,0,0.017
t1384,0,0.012
t1385,0,0.005
t1386,0,0.002
t1387,0,0.001
t1388,0,0
t1389,0,0
