t,s,w
t827,0,0.1
t828,0,0.092
t829,0,0.085
t830,0,0.077
t831,0,0.077
t832,0,0.067
t833,0,0.053
t834,0,0.035
t835,0,0.017
t836,0,0.006
t837,0,0.002
t838,0,0.001
t839,0,0.002
t840,0.04,0.002
t841,0.111,0.001
t842,0.175,0.001
t843,0.238,0.001
t844,0.314,0.001
t845,0.37,0.001
t846,0.392,0.002
t847,0.321,0.002
t848,0.178,0.007
t849,0.062,0.041
t850,0,0.059
t851,0,0.025
t852,0,0.003
t853,0,0.003
t854,0,0
t855,0,0
t856,0,0
t857,0,0
t858,0,0.001
t859,0,0.004
t860,0,0.013
t861,0,0.018
t862,0,0.004
t863,0.001,0
t864,0.108,0
t865,0.343,0
t866,0.532,0.002
t867,0.722,0.007
t868,0.782,0.025
t869,0.772,0.034
t870,0.71,0.048
t871,0.595,0.077
t872,0.413,0.123
t873,0.171,0.184
t874,0.003,0.257
t875,0,0.228
t876,0,0.145
t877,0,0.076
t878,0,0.023
t879,0,0.004
t880,0,0.006
t881,0,0.011
t882,0,0.018
t883,0,0.028
t884,0,0.048
t885,0,0.075
t886,0,0.084
t887,0.003,0.079
t888,0.153,0.04
t889,0.331,0.009
t890,0.435,0.023
t891,0.413,0.098
t892,0.299,0.265
t893,0.221,0.485
t894,0.214,0.613
t895,0.182,0.649
t896,0.13,0.668
t897,0.046,0.666
t898,0,0.621
t899,0,0.574
t900,0,0.482
t901,0,0.388
t902,0,0.327
t903,0,0.298
t904,0,0.254
t905,0,0.183
t906,0,0.143
t907,0,0.132
t908,0,0.118
t909,0,0.118
t910,0,0.153
t911,0,0.175
t912,0.029,0.169
t913,0.108,0.164
t914,0.252,0.123
t915,0.348,0.078
t916,0.337,0.057
t917,0.285,0.044
t918,0.213,0.03
t919,0.138,0.017
t920,0.069,0.024
t921,0.018,0.051
t922,0,0.078
t923,0,0.103
t924,0,0.099
t925,0,0.077
t926,0,0.051
t927,0,0.028
t928,0,0.023
t929,0,0.036
t930,0,0.044
t931,0,0.065
t932,0,0.102
t933,0,0.134
t934,0,0.145
t935,0,0.124
t936,0.025,0.155
t937,0.09,0.205
t938,0.17,0.202
t939,0.235,0.161
t940,0.285,0.132
t941,0.266,0.127
t942,0.187,0.127
t943,0.124,0.119
t944,0.059,0.123
t945,0.023,0.138
t946,0,0.13
t947,0,0.131
t948,0,0.138
t949,0,0.134
t950,0,0.141
t951,0,0.123
t952,0,0.099
t953,0,0.082
t954,0,0.073
t955,0,0.066
t956,0,0.058
t957,0,0.055
t958,0,0.057
t959,0,0.046
t960,0.039,0.047
t961,0.105,0.05
t962,0.167,0.041
t963,0.21,0.027
t964,0.231,0.015
t965,0.219,0.007
t966,0.177,0.002
t967,0.129,0
t968,0.073,0.001
t969,0.025,0.008
t970,0,0.029
t971,0,0.054
t972,0,0.074
t973,0,0.079
t974,0,0.085
t975,0,0.1
t976,0,0.118
t977,0,0.134
t978,0,0.146
t979,0,0.15
t980,0,0.143
t981,0,0.138
t982,0,0.135
t983,0,0.115
t984,0.063,0.126
t985,0.171,0.103
t986,0.241,0.067
t987,0.238,0.054
t988,0.206,0.061
t989,0.239,0.039
t990,0.282,0.015
t991,0.221,0.01
t992,0.114,0.012
t993,0.031,0.021
t994,0,0.047
t995,0,0.058
t996,0,0.055
t997,0,0.049
t998,0,0.045
t999,0,0.038
t1000,0,0.026
t1001,0,0.017
t1002,0,0.015
t1003,0,0.012
t1004,0,0.01
t1005,0,0.012
t1006,0,0.013
t1007,0,0.014
t1008,0.035,0.009
t1009,0.098,0.01
t1010,0.189,0.011
t1011,0.366,0.02
t1012,0.488,0.03
t1013,0.525,0.041
t1014,0.463,0.037
t1015,0.37,0.021
t1016,0.222,0.005
t1017,0.083,0.003
t1018,0.001,0.009
t1019,0,0.01
t1020,0,0.026
t1021,0,0.067
t1022,0,0.106
t1023,0,0.132
t1024,0,0.145
t1025,0,0.153
t1026,0,0.163
t1027,0,0.169
t1028,0,0.19
t1029,0,0.219
t1030,0,0.23
t1031,0.001,0.24
t1032,0.048,0.203
t1033,0.134,0.192
t1034,0.239,0.175
t1035,0.313,0.155
t1036,0.327,0.13
t1037,0.257,0.103
t1038,0.193,0.091
t1039,0.128,0.098
t1040,0.071,0.13
t1041,0.022,0.132
t1042,0,0.133
t1043,0,0.135
t1044,0,0.115
t1045,0,0.1
t1046,0,0.079
t1047,0,0.064
t1048,0,0.05
t1049,0,0.032
t1050,0,0.026
t1051,0,0.042
t1052,0,0.059
t1053,0,0.064
t1054,0,0.069
t1055,0,0.073
t1056,0.049,0.072
t1057,0.157,0.075
t1058,0.245,0.059
t1059,0.284,0.045
t1060,0.303,0.038
t1061,0.316,0.036
t1062,0.29,0.033
t1063,0.218,0.042
t1064,0.133,0.062
t1065,0.049,0.082
t1066,0,0.083
t1067,0,0.077
t1068,0,0.063
t1069,0,0.044
t1070,0,0.027
t1071,0,0.015
t1072,0,0.007
t1073,0,0.003
t1074,0,0.002
t1075,0,0.002
t1076,0,0.002
t1077,0,0.006
t1078,0,0.011
t1079,0.002,0.018
t1080,0.089,0.008
t1081,0.248,0.001
t1082,0.442,0
t1083,0.481,0
t1084,0.391,0
t1085,0.282,0.002
t1086,0.217,0.033
t1087,0.174,0.113
t1088,0.095,0.202
t1089,0.036,0.245
t1090,0,0.236
t1091,0,0.218
t1092,0,0.188
t1093,0,0.16
t1094,0,0.136
t1095,0,0.118
t1096,0,0.115
t1097,0,0.122
t1098,0,0.131
t1099,0,0.148
t1100,0,0.169
t1101,0,0.181
t1102,0,0.155
t1103,0.001,0.082
t1104,0.039,0.038
t1105,0.111,0.081
t1106,0.158,0.179
t1107,0.204,0.162
t1108,0.267,0.142
