t,s,w
t1335,0,0.236
t1336,0,0.183
t1337,0,0.163
t1338,0,0.146
t1339,0,0.144
t1340,0,0.139
t1341,0,0.103
t1342,0,0.048
t1343,0,0.008
t1344,0.022,0.002
t1345,0.083,0.01
t1346,0.132,0.027
t1347,0.199,0.047
t1348,0.259,0.054
t1349,0.278,0.058
t1350,0.278,0.062
t1351,0.19,0.065
t1352,0.128,0.101
t1353,0.079,0.148
t1354,0.02,0.175
t1355,0,0.219
t1356,0,0.259
t1357,0,0.243
t1358,0,0.179
t1359,0,0.149
t1360,0,0.147
t1361,0,0.131
t1362,0,0.103
t1363,0,0.119
t1364,0,0.133
t1365,0,0.108
t1366,0,0.07
t1367,0,0.042
t1368,0.007,0.022
t1369,0.047,0.01
t1370,0.113,0.008
t1371,0.215,0.019
t1372,0.388,0.051
t1373,0.463,0.075
t1374,0.516,0.085
t1375,0.492,0.096
t1376,0.348,0.112
t1377,0.162,0.112
t1378,0.037,0.07
t1379,0,0.02
t1380,0,0.006
t1381,0,0.003
t1382,0,0.001
t1383,0,0.001
t1384,0,0.001
t1385,0,0.001
t1386,0,0
t1387,0,0.001
t1388,0,0
t1389,0,0
t1390,0,0
t1391,0,0
t1392,0.075,0
t1393,0.281,0
t1394,0.481,0
t1395,0.524,0.003
