t,s,w
t516,0,0.126
t517,0,0.098
t518,0,0.086
t519,0,0.087
t520,0,0.103
t521,0,0.127
t522,0,0.144
t523,0,0.144
t524,0,0.125
t525,0,0.089
t526,0,0.047
t527,0,0.018
t528,0.007,0.004
t529,0.329,0.001
t530,0.572,0.002
t531,0.73,0.001
t532,0.809,0.015
t533,0.83,0.041
t534,0.793,0.063
t535,0.695,0.089
t536,0.528,0.109
t537,0.277,0.092
t538,0.024,0.054
t539,0,0.037
t540,0,0.072
t541,0,0.156
t542,0,0.235
t543,0,0.266
t544,0,0.282
t545,0,0.261
t546,0,0.203
t547,0,0.157
t548,0,0.136
t549,0,0.118
t550,0,0.086
t551,0,0.069
t552,0.002,0.06
t553,0.176,0.043
t554,0.398,0.01
t555,0.531,0
t556,0.478,0.008
t557,0.419,0.011
t558,0.399,0.013
t559,0.295,0.014
t560,0.157,0.013
t561,0.067,0.03
t562,0.004,0.062
t563,0,0.098
t564,0,0.113
t565,0,0.112
t566,0,0.097
t567,0,0.069
t568,0,0.043
t569,0,0.063
t570,0,0.189
t571,0,0.373
t572,0,0.476
t573,0,0.535
t574,0,0.586
t575,0,0.574
t576,0,0.502
t577,0.065,0.469
t578,0.22,0.482
t579,0.376,0.311
t580,0.52,0.138
t581,0.616,0.046
t582,0.626,0.009
t583,0.5,0.002
t584,0.341,0.001
t585,0.12,0.004
t586,0.009,0.012
t587,0,0.021
t588,0,0.026
t589,0,0.019
t590,0,0.011
t591,0,0.008
t592,0,0.012
t593,0,0.028
t594,0,0.052
t595,0,0.076
t596,0,0.091
t597,0,0.092
t598,0,0.078
t599,0,0.086
t600,0.001,0.104
t601,0.13,0.097
t602,0.303,0.08
t603,0.398,0.144
t604,0.497,0.193
t605,0.632,0.21
t606,0.616,0.201
t607,0.522,0.167
t608,0.36,0.144
t609,0.149,0.129
t610,0.009,0.147
t611,0,0.202
t612,0,0.245
t613,0,0.241
t614,0,0.22
t615,0,0.207
t616,0,0.201
t617,0,0.213
t618,0,0.171
t619,0,0.156
t620,0,0.159
t621,0,0.147
t622,0,0.108
t623,0,0.118
t624,0,0.155
t625,0.043,0.162
t626,0.106,0.155
t627,0.134,0.224
t628,0.168,0.313
t629,0.221,0.414
t630,0.484,0.54
t631,0.58,0.61
t632,0.466,0.637
t633,0.237,0.605
t634,0.018,0.485
t635,0,0.407
t636,0,0.319
t637,0,0.251
t638,0,0.205
t639,0,0.171
t640,0,0.171
t641,0,0.192
t642,0,0.17
t643,0,0.137
t644,0,0.09
t645,0,0.063
t646,0,0.037
t647,0,0.021
t648,0.003,0.01
