t,s,w
t727,0.574,0.435
t728,0.409,0.4
t729,0.173,0.35
t730,0.005,0.302
t731,0,0.3
t732,0,0.41
t733,0,0.544
t734,0,0.601
t735,0,0.642
t736,0,0.639
t737,0,0.615
t738,0,0.59
t739,0,0.55
t740,0,0.512
t741,0,0.501
t742,0,0.481
t743,0.001,0.45
t744,0.131,0.422
t745,0.358,0.395
t746,0.57,0.313
t747,0.71,0.224
t748,0.756,0.175
t749,0.734,0.158
t750,0.668,0.149
t751,0.552,0.16
t752,0.359,0.197
t753,0.141,0.275
t754,0.004,0.355
t755,0,0.359
t756,0,0.332
t757,0,0.316
t758,0,0.292
t759,0,0.265
t760,0,0.25
t761,0,0.246
t762,0,0.235
t763,0,0.218
t764,0,0.194
t765,0,0.164
t766,0,0.13
t767,0.001,0.098
t768,0.127,0.054
t769,0.289,0.02
t770,0.356,0.007
t771,0.489,0.002
t772,0.654,0
t773,0.658,0
t774,0.593,0.002
t775,0.476,0.007
t776,0.318,0.018
t777,0.138,0.042
t778,0.004,0.118
t779,0,0.161
t780,0,0.145
t781,0,0.115
t782,0,0.094
t783,0,0.08
t784,0,0.066
t785,0,0.074
t786,0,0.079
t787,0,0.103
t788,0,0.101
t789,0,0.131
t790,0,0.134
t791,0,0.109
t792,0.017,0.109
t793,0.062,0.086
t794,0.124,0.073
t795,0.201,0.076
t796,0.294,0.118
t797,0.368,0.159
t798,0.32,0.149
t799,0.252,0.102
t800,0.148,0.055
t801,0.052,0.042
t802,0.001,0.048
t803,0,0.051
t804,0,0.034
t805,0,0.013
t806,0,0.005
t807,0,0.003
t808,0,0.038
t809,0,0.243
t810,0,0.583
t811,0,0.768
t812,0,0.7
t813,0,0.668
t814,0,0.617
t815,0,0.586
t816,0.049,0.582
t817,0.162,0.568
t818,0.304,0.539
t819,0.449,0.487
t820,0.535,0.45
t821,0.495,0.403
t822,0.42,0.35
t823,0.321,0.31
t824,0.202,0.289
t825,0.076,0.283
t826,0.001,0.304
t827,0,0.316
t828,0,0.309
t829,0,0.295
t830,0,0.28
t831,0,0.27
t832,0,0.279
t833,0,0.28
t834,0,0.278
t835,0,0.245
t836,0,0.217
t837,0,0.184
t838,0,0.159
t839,0,0.139
t840,0.074,0.101
t841,0.228,0.067
t842,0.395,0.036
t843,0.535,0.009
t844,0.609,0
t845,0.59,0
t846,0.584,0
t847,0.494,0.006
t848,0.328,0.031
t849,0.134,0.067
t850,0.004,0.14
t851,0,0.148
t852,0,0.068
t853,0,0.007
t854,0,0.001
t855,0,0
t856,0,0
t857,0,0.001
t858,0,0.002
t859,0,0.008
t860,0,0.017
t861,0,0.025
t862,0,0.032
t863,0.003,0.023
t864,0.164,0.009
t865,0.399,0.005
t866,0.58,0.008
t867,0.699,0.01
t868,0.77,0.004
t869,0.764,0.001
t870,0.704,0.003
t871,0.588,0.013
t872,0.411,0.047
t873,0.179,0.124
t874,0.008,0.217
t875,0,0.172
t876,0,0.093
t877,0,0.038
t878,0,0.009
t879,0,0.003
t880,0,0.002
t881,0,0.002
t882,0,0.003
t883,0,0.005
t884,0,0.015
t885,0,0.038
t886,0,0.064
t887,0.003,0.152
t888,0.147,0.139
t889,0.367,0.09
t890,0.524,0.154
t891,0.666,0.18
t892,0.726,0.162
t893,0.721,0.128
t894,0.659,0.082
t895,0.533,0.04
t896,0.323,0.008
t897,0.115,0
t898,0.003,0.09
t899,0,0.726
t900,0,0.92
t901,0,0.871
t902,0,0.781
t903,0,0.734
t904,0,0.711
t905,0,0.674
t906,0,0.624
t907,0,0.59
t908,0,0.562
t909,0,0.51
t910,0,0.424
t911,0,0.395
t912,0.019,0.471
t913,0.069,0.53
t914,0.14,0.508
t915,0.187,0.428
t916,0.236,0.352
t917,0.243,0.281
t918,0.217,0.251
t919,0.151,0.242
t920,0.091,0.238
t921,0.028,0.236
t922,0,0.238
t923,0,0.259
t924,0,0.272
t925,0,0.243
t926,0,0.181
t927,0,0.134
t928,0,0.118
t929,0,0.132
t930,0,0.151
t931,0,0.154
t932,0,0.158
t933,0,0.184
t934,0,0.186
t935,0,0.202
t936,0.022,0.238
t937,0.068,0.274
t938,0.113,0.31
t939,0.148,0.328
t940,0.233,0.341
t941,0.259,0.355
t942,0.251,0.355
t943,0.202,0.358
t944,0.112,0.383
t945,0.04,0.432
t946,0,0.466
t947,0,0.488
t948,0,0.516
t949,0,0.522
t950,0,0.513
t951,0,0.491
t952,0,0.497
t953,0,0.491
t954,0,0.491
t955,0,0.492
t956,0,0.491
t957,0,0.479
t958,0,0.459
t959,0,0.431
t960,0.038,0.397
t961,0.098,0.362
t962,0.164,0.307
t963,0.231,0.246
t964,0.282,0.199
t965,0.302,0.161
t966,0.297,0.132
t967,0.255,0.119
t968,0.18,0.126
t969,0.075,0.147
t970,0.002,0.186
t971,0,0.227
t972,0,0.238
t973,0,0.234
t974,0,0.211
t975,0,0.179
t976,0,0.159
