t,s,w
t920,0.069,0.374
t921,0.024,0.417
t922,0.002,0.428
t923,0,0.424
t924,0,0.482
t925,0,0.517
t926,0,0.532
t927,0,0.501
t928,0,0.454
t929,0,0.396
t930,0,0.383
t931,0,0.382
t932,0,0.337
t933,0,0.3
t934,0,0.291
t935,0,0.274
t936,0.027,0.284
t937,0.133,0.302
t938,0.155,0.272
t939,0.179,0.242
t940,0.212,0.243
t941,0.207,0.259
t942,0.192,0.294
t943,0.171,0.345
t944,0.118,0.401
t945,0.059,0.418
t946,0.006,0.332
t947,0,0.311
t948,0,0.368
t949,0,0.386
t950,0,0.317
t951,0,0.265
t952,0,0.278
t953,0,0.261
t954,0,0.238
t955,0,0.226
t956,0,0.21
t957,0,0.204
t958,0,0.202
t959,0,0.211
t960,0.005,0.241
t961,0.039,0.257
t962,0.096,0.237
t963,0.179,0.21
t964,0.241,0.199
t965,0.269,0.208
t966,0.295,0.227
t967,0.302,0.247
t968,0.241,0.271
t969,0.118,0.294
t970,0.012,0.272
t971,0,0.233
t972,0,0.207
t973,0,0.194
t974,0,0.172
t975,0,0.135
t976,0,0.122
t977,0,0.126
t978,0,0.104
t979,0,0.066
t980,0,0.033
t981,0,0.007
t982,0,0.001
t983,0,0
t984,0.018,0
t985,0.103,0
t986,0.2,0
t987,0.241,0
t988,0.373,0
t989,0.377,0
t990,0.291,0
t991,0.269,0
t992,0.211,0
t993,0.109,0
t994,0.013,0.001
t995,0,0.002
t996,0,0.006
t997,0,0.01
t998,0,0.01
t999,0,0.016
t1000,0,0.022
t1001,0,0.023
t1002,0,0.027
t1003,0,0.028
t1004,0,0.019
t1005,0,0.013
t1006,0,0.011
t1007,0,0.008
t1008,0.004,0.001
t1009,0.026,0
t1010,0.058,0
t1011,0.098,0
t1012,0.131,0.004
t1013,0.148,0.017
t1014,0.162,0.037
t1015,0.155,0.057
t1016,0.104,0.07
t1017,0.043,0.08
t1018,0.004,0.072
t1019,0,0.055
t1020,0,0.041
t1021,0,0.034
t1022,0,0.029
t1023,0,0.028
t1024,0,0.038
t1025,0,0.061
t1026,0,0.083
t1027,0,0.087
t1028,0,0.08
t1029,0,0.082
t1030,0,0.072
t1031,0,0.055
t1032,0.026,0.04
t1033,0.121,0.072
t1034,0.271,0.08
t1035,0.192,0.035
t1036,0.174,0.005
t1037,0.199,0.001
t1038,0.177,0.001
t1039,0.122,0.001
t1040,0.085,0.002
t1041,0.049,0.004
t1042,0.005,0.006
t1043,0,0.008
t1044,0,0.009
t1045,0,0.011
t1046,0,0.008
t1047,0,0.002
t1048,0,0.002
t1049,0,0.008
t1050,0,0.005
t1051,0,0.007
t1052,0,0.025
t1053,0,0.036
t1054,0,0.036
t1055,0,0.033
t1056,0.005,0.026
t1057,0.041,0.027
t1058,0.099,0.034
t1059,0.173,0.027
t1060,0.204,0.008
t1061,0.2,0.002
t1062,0.207,0.003
t1063,0.158,0.01
t1064,0.114,0.029
t1065,0.052,0.075
t1066,0.004,0.105
t1067,0,0.089
t1068,0,0.077
t1069,0,0.08
t1070,0,0.099
t1071,0,0.096
t1072,0,0.096
t1073,0,0.102
t1074,0,0.103
t1075,0,0.107
t1076,0,0.098
t1077,0,0.08
t1078,0,0.077
t1079,0,0.069
t1080,0.012,0.073
t1081,0.096,0.117
t1082,0.146,0.124
t1083,0.203,0.101
t1084,0.24,0.104
t1085,0.259,0.114
t1086,0.293,0.112
t1087,0.214,0.113
t1088,0.126,0.135
t1089,0.068,0.144
t1090,0.01,0.102
t1091,0,0.09
t1092,0,0.088
t1093,0,0.1
t1094,0,0.126
t1095,0,0.159
t1096,0,0.193
t1097,0,0.218
t1098,0,0.219
t1099,0,0.182
t1100,0,0.153
t1101,0,0.126
t1102,0,0.131
t1103,0,0.17
t1104,0.012,0.196
t1105,0.07,0.251
t1106,0.159,0.268
t1107,0.243,0.277
t1108,0.279,0.259
t1109,0.251,0.251
t1110,0.236,0.276
t1111,0.23,0.297
t1112,0.154,0.302
t1113,0.083,0.282
t1114,0.014,0.21
t1115,0,0.217
t1116,0,0.231
t1117,0,0.228
t1118,0,0.221
t1119,0,0.227
t1120,0,0.237
t1121,0,0.234
t1122,0,0.261
t1123,0,0.308
t1124,0,0.323
t1125,0,0.336
t1126,0,0.358
t1127,0,0.312
t1128,0.051,0.186
t1129,0.169,0.134
t1130,0.259,0.145
t1131,0.27,0.1
t1132,0.297,0.085
t1133,0.281,0.082
t1134,0.241,0.086
t1135,0.194,0.079
t1136,0.104,0.077
t1137,0.035,0.117
t1138,0.005,0.134
t1139,0,0.121
t1140,0,0.103
t1141,0,0.062
t1142,0,0.083
t1143,0,0.03
t1144,0,0.019
t1145,0,0.034
t1146,0,0.062
t1147,0,0.086
t1148,0,0.093
t1149,0,0.096
t1150,0,0.093
t1151,0,0.108
t1152,0.008,0.154
t1153,0.036,0.081
t1154,0.097,0.094
t1155,0.198,0.089
t1156,0.213,0.03
t1157,0.147,0.074
t1158,0.169,0.123
t1159,0.125,0.126
t1160,0.074,0.102
t1161,0.058,0.068
t1162,0.012,0.036
t1163,0,0.022
t1164,0,0.008
t1165,0,0.01
t1166,0,0.005
t1167,0,0.009
t1168,0,0.035
t1169,0,0.059
t1170,0,0.066
t1171,0,0.054
t1172,0,0.028
t1173,0,0.004
t1174,0,0
t1175,0,0
t1176,0.053,0
t1177,0.259,0
t1178,0.522,0
t1179,0.667,0
t1180,0.728,0
t1181,0.725,0
t1182,0.578,0.002
t1183,0.442,0.004
t1184,0.279,0.002
t1185,0.116,0.001
t1186,0.012,0.002
t1187,0,0.005
t1188,0,0.006
t1189,0,0.01
t1190,0,0.015
t1191,0,0.017
t1192,0,0.012
t1193,0,0.009
t1194,0,0.025
t1195,0,0.08
t1196,0,0.012
t1197,0,0
t1198,0,0.002
t1199,0,0.004
t1200,0.01,0.019
t1201,0.073,0.037
t1202,0.263,0.051
t1203,0.249,0.031
t1204,0.171,0.034
t1205,0.283,0.058
t1206,0.281,0.091
t1207,0.192,0.129
t1208,0.107,0.156
t1209,0.045,0.137
t1210,0.005,0.102
t1211,0,0.133
t1212,0,0.167
t1213,0,0.167
t1214,0,0.157
t1215,0,0.15
t1216,0,0.151
t1217,0,0.172
t1218,0,0.279
t1219,0,0.367
t1220,0,0.111
t1221,0,0.059
t1222,0,0.082
t1223,0,0.058
t1224,0.002,0.076
t1225,0.034,0.115
t1226,0.124,0.205
t1227,0.343,0.062
t1228,0.108,0.037
t1229,0.109,0.032
t1230,0.113,0.072
t1231,0.151,0.092
t1232,0.121,0.048
t1233,0.044,0.026
t1234,0.006,0.036
t1235,0,0.066
t1236,0,0.104
t1237,0,0.133
t1238,0,0.138
t1239,0,0.125
t1240,0,0.116
t1241,0,0.104
t1242,0,0.093
t1243,0,0.094
t1244,0,0.084
t1245,0,0.057
t1246,0,0.047
t1247,0,0.023
t1248,0.04,0.005
t1249,0.142,0.005
t1250,0.373,0.028
t1251,0.631,0.074
t1252,0.726,0.101
t1253,0.766,0.093
t1254,0.72,0.074
t1255,0.616,0.061
t1256,0.447,0.062
t1257,0.191,0.078
t1258,0.038,0.107
t1259,0,0.138
t1260,0,0.144
t1261,0,0.108
t1262,0,0.08
t1263,0,0.059
t1264,0,0.054
t1265,0,0.089
t1266,0,0.186
t1267,0,0.274
t1268,0,0.272
t1269,0,0.189
t1270,0,0
t1271,0,0.022
t1272,0.006,0.039
t1273,0.037,0.064
t1274,0.146,0.089
t1275,0.407,0.27
t1276,0.672,0.297
t1277,0.545,0.212
t1278,0.395,0.195
t1279,0.341,0.227
t1280,0.281,0.253
t1281,0.161,0.26
t1282,0.039,0.188
t1283,0,0.102
t1284,0,0.057
t1285,0,0.032
t1286,0,0.013
t1287,0,0.002
t1288,0,0
t1289,0,0
t1290,0,0
t1291,0,0
t1292,0,0
t1293,0,0
t1294,0,0
t1295,0,0
t1296,0.068,0.002
t1297,0.266,0.001
t1298,0.502,0.003
t1299,0.667,0.001
t1300,0.75,0
t1301,0.767,0
t1302,0.718,0
t1303,0.584,0
t1304,0.416,0
