t,s,w
t739,0,0.705
t740,0,0.686
t741,0,0.646
t742,0,0.613
t743,0,0.566
t744,0.06,0.503
t745,0.283,0.425
t746,0.484,0.394
t747,0.622,0.348
t748,0.713,0.278
t749,0.726,0.201
t750,0.678,0.161
t751,0.566,0.155
t752,0.38,0.179
t753,0.207,0.231
t754,0.065,0.309
t755,0,0.391
t756,0,0.413
t757,0,0.392
t758,0,0.356
t759,0,0.329
t760,0,0.291
t761,0,0.297
t762,0,0.315
t763,0,0.281
t764,0,0.277
t765,0,0.289
t766,0,0.304
t767,0,0.312
t768,0.035,0.289
t769,0.195,0.246
t770,0.375,0.297
t771,0.582,0.301
t772,0.679,0.305
t773,0.701,0.317
t774,0.681,0.341
t775,0.602,0.376
t776,0.48,0.41
t777,0.282,0.43
t778,0.07,0.386
t779,0,0.313
t780,0,0.265
t781,0,0.235
t782,0,0.241
t783,0,0.278
t784,0,0.279
t785,0,0.222
t786,0,0.156
t787,0,0.146
t788,0,0.161
t789,0,0.133
t790,0,0.086
t791,0,0.068
t792,0.036,0.069
t793,0.184,0.035
t794,0.349,0.026
t795,0.509,0.02
t796,0.559,0.021
t797,0.609,0.024
t798,0.622,0.022
t799,0.526,0.018
t800,0.418,0.017
t801,0.259,0.027
t802,0.062,0.066
t803,0,0.138
t804,0,0.158
t805,0,0.154
t806,0,0.161
t807,0,0.15
t808,0,0.101
t809,0,0.048
t810,0,0.015
t811,0,0.002
t812,0,0
t813,0,0
t814,0,0.002
t815,0,0.011
t816,0.041,0.028
t817,0.211,0.014
t818,0.387,0.003
t819,0.529,0.002
t820,0.597,0.003
t821,0.592,0.006
t822,0.535,0.013
t823,0.393,0.024
t824,0.287,0.043
t825,0.178,0.069
t826,0.053,0.125
t827,0,0.225
t828,0,0.24
t829,0,0.207
t830,0,0.176
t831,0,0.141
t832,0,0.111
t833,0,0.087
t834,0,0.069
t835,0,0.06
t836,0,0.061
t837,0,0.064
t838,0,0.084
t839,0,0.112
