t,s,w
t1027,0,0.038
t1028,0,0.033
t1029,0,0.035
t1030,0,0.057
t1031,0,0.1
t1032,0.01,0.141
t1033,0.069,0.179
t1034,0.132,0.205
t1035,0.201,0.222
t1036,0.222,0.253
t1037,0.227,0.291
t1038,0.175,0.332
t1039,0.134,0.338
t1040,0.09,0.308
t1041,0.03,0.295
t1042,0.001,0.31
t1043,0,0.292
t1044,0,0.277
t1045,0,0.283
t1046,0,0.278
t1047,0,0.219
t1048,0,0.178
t1049,0,0.168
t1050,0,0.175
t1051,0,0.16
t1052,0,0.13
t1053,0,0.087
t1054,0,0.068
t1055,0,0.045
t1056,0.012,0.045
t1057,0.088,0.068
t1058,0.191,0.141
t1059,0.293,0.295
t1060,0.301,0.413
t1061,0.301,0.505
t1062,0.318,0.54
t1063,0.263,0.537
t1064,0.195,0.54
t1065,0.118,0.558
t1066,0.019,0.441
t1067,0,0.501
t1068,0,0.61
t1069,0,0.641
t1070,0,0.642
t1071,0,0.625
t1072,0,0.623
t1073,0,0.611
t1074,0,0.581
t1075,0,0.541
t1076,0,0.51
t1077,0,0.481
t1078,0,0.479
t1079,0,0.507
t1080,0.074,0.517
t1081,0.387,0.405
t1082,0.609,0.618
t1083,0.734,0.59
t1084,0.768,0.491
t1085,0.768,0.415
t1086,0.726,0.388
t1087,0.613,0.367
t1088,0.427,0.314
t1089,0.247,0.247
t1090,0.05,0.133
t1091,0,0.072
t1092,0,0.043
t1093,0,0.02
t1094,0,0.006
t1095,0,0.001
t1096,0,0.001
t1097,0,0.003
t1098,0,0.01
t1099,0,0.024
t1100,0,0.042
t1101,0,0.063
t1102,0,0.075
t1103,0,0.07
t1104,0.09,0.054
t1105,0.39,0.017
t1106,0.621,0.002
t1107,0.757,0
t1108,0.816,0
t1109,0.822,0
t1110,0.738,0
t1111,0.603,0
t1112,0.321,0
t1113,0.096,0.002
t1114,0.008,0.059
t1115,0,0.139
t1116,0,0.155
t1117,0,0.113
t1118,0,0.058
t1119,0,0.023
t1120,0,0.015
t1121,0,0.019
t1122,0,0.018
t1123,0,0.015
t1124,0,0.02
t1125,0,0.036
t1126,0,0.041
t1127,0,0.037
t1128,0.035,0.031
t1129,0.163,0.015
t1130,0.306,0.004
t1131,0.42,0.001
t1132,0.708,0
t1133,0.792,0
t1134,0.734,0
t1135,0.64,0
t1136,0.425,0
t1137,0.175,0
t1138,0.016,0.041
t1139,0,0.141
t1140,0,0.172
t1141,0,0.139
t1142,0,0.093
t1143,0,0.036
t1144,0,0.007
t1145,0,0.002
t1146,0,0.001
t1147,0,0
t1148,0,0
t1149,0,0
t1150,0,0
t1151,0,0
t1152,0.007,0
t1153,0.04,0
t1154,0.084,0.008
t1155,0.128,0.024
t1156,0.165,0.028
t1157,0.187,0.037
t1158,0.188,0.035
t1159,0.222,0.014
t1160,0.182,0.005
t1161,0.087,0.002
t1162,0.012,0.001
t1163,0,0.011
t1164,0,0.026
t1165,0,0.038
t1166,0,0.062
t1167,0,0.106
t1168,0,0.18
t1169,0,0.259
t1170,0,0.352
t1171,0,0.425
t1172,0,0.448
t1173,0,0.45
t1174,0,0.466
t1175,0,0.494
t1176,0.055,0.459
t1177,0.278,0.315
t1178,0.532,0.514
t1179,0.729,0.457
t1180,0.756,0.317
t1181,0.454,0.2
t1182,0.403,0.125
t1183,0.448,0.072
t1184,0.468,0.046
t1185,0.32,0.034
t1186,0.065,0.011
t1187,0,0.002
t1188,0,0
t1189,0,0
t1190,0,0.001
t1191,0,0.007
t1192,0,0.008
t1193,0,0.001
t1194,0,0
t1195,0,0.002
t1196,0,0.012
t1197,0,0.037
t1198,0,0.067
t1199,0,0.071
t1200,0.041,0.058
t1201,0.154,0.024
t1202,0.386,0.002
t1203,0.468,0.006
t1204,0.391,0.013
t1205,0.3,0.022
t1206,0.3,0.022
t1207,0.322,0.011
t1208,0.263,0.001
t1209,0.144,0
t1210,0.03,0.002
t1211,0,0.008
t1212,0,0.021
t1213,0,0.035
t1214,0,0.042
t1215,0,0.035
t1216,0,0.02
t1217,0,0.021
t1218,0,0.038
t1219,0,0.041
t1220,0,0.045
t1221,0,0.053
t1222,0,0.076
t1223,0,0.129
t1224,0.092,0.17
t1225,0.358,0.048
t1226,0.549,0
t1227,0.595,0.002
t1228,0.633,0.001
t1229,0.618,0
t1230,0.472,0
t1231,0.402,0
t1232,0.302,0.005
t1233,0.147,0.046
t1234,0.023,0.133
t1235,0,0.155
t1236,0,0.15
t1237,0,0.159
t1238,0,0.168
t1239,0,0.169
t1240,0,0.167
t1241,0,0.167
t1242,0,0.167
t1243,0,0.173
t1244,0,0.185
t1245,0,0.184
t1246,0,0.193
t1247,0,0.205
t1248,0.041,0.184
t1249,0.18,0.082
t1250,0.301,0.077
t1251,0.403,0.067
t1252,0.492,0.042
t1253,0.681,0.029
t1254,0.771,0.023
t1255,0.686,0.026
t1256,0.527,0.035
t1257,0.302,0.076
t1258,0.06,0.21
t1259,0,0.268
t1260,0,0.213
t1261,0,0.12
t1262,0,0.048
t1263,0,0.011
t1264,0,0.001
t1265,0,0
t1266,0,0.001
t1267,0,0.004
t1268,0,0.006
t1269,0,0.01
t1270,0,0.012
t1271,0,0.017
t1272,0.116,0.023
t1273,0.376,0.007
t1274,0.592,0
t1275,0.734,0.001
t1276,0.809,0.002
t1277,0.83,0.001
t1278,0.793,0.001
t1279,0.686,0.001
t1280,0.525,0.005
t1281,0.302,0.042
t1282,0.062,0.158
t1283,0,0.217
t1284,0,0.203
t1285,0,0.208
t1286,0,0.273
t1287,0,0.348
t1288,0,0.359
t1289,0,0.296
t1290,0,0.278
t1291,0,0.29
t1292,0,0.305
t1293,0,0.309
t1294,0,0.283
t1295,0,0.255
t1296,0.052,0.229
t1297,0.157,0.118
t1298,0.167,0.047
t1299,0.162,0.023
t1300,0.207,0.008
t1301,0.281,0
t1302,0.351,0
t1303,0.316,0
t1304,0.271,0
t1305,0.193,0.016
t1306,0.041,0.066
t1307,0,0.099
t1308,0,0.088
t1309,0,0.06
t1310,0,0.037
t1311,0,0.04
t1312,0,0.055
t1313,0,0.055
t1314,0,0.034
t1315,0,0.012
t1316,0,0.001
t1317,0,0
t1318,0,0
t1319,0,0.006
t1320,0.049,0.045
t1321,0.223,0.083
t1322,0.448,0.109
t1323,0.553,0.086
t1324,0.501,0.072
t1325,0.449,0.097
t1326,0.632,0.103
t1327,0.518,0.101
t1328,0.38,0.135
t1329,0.195,0.196
t1330,0.037,0.389
t1331,0,0.476
t1332,0,0.358
t1333,0,0.223
t1334,0,0.133
t1335,0,0.062
t1336,0,0.025
t1337,0,0.009
t1338,0,0.003
t1339,0,0.001
t1340,0,0.001
t1341,0,0.002
t1342,0,0
t1343,0,0
t1344,0.005,0
t1345,0.034,0.002
t1346,0.073,0.007
t1347,0.112,0.023
t1348,0.146,0.045
t1349,0.168,0.067
t1350,0.164,0.076
t1351,0.138,0.072
t1352,0.101,0.061
t1353,0.053,0.048
t1354,0.01,0.037
t1355,0,0.028
t1356,0,0.018
t1357,0,0.013
t1358,0,0.017
t1359,0,0.02
t1360,0,0.038
t1361,0,0.086
t1362,0,0.113
t1363,0,0.119
t1364,0,0.105
t1365,0,0.089
t1366,0,0.063
t1367,0,0.054
t1368,0.016,0.045
t1369,0.09,0.038
t1370,0.261,0.037
t1371,0.406,0.016
t1372,0.477,0.004
t1373,0.486,0.001
t1374,0.471,0
t1375,0.352,0
t1376,0.245,0
t1377,0.131,0.002
t1378,0.029,0.023
t1379,0,0.06
t1380,0,0.088
t1381,0,0.157
t1382,0,0.278
t1383,0,0.351
t1384,0,0.331
t1385,0,0.3
t1386,0,0.284
t1387,0,0.247
t1388,0,0.207
t1389,0,0.196
t1390,0,0.204
t1391,0,0.197
t1392,0.074,0.156
