t,s,w
t760,0,0.228
t761,0,0.162
t762,0,0.128
t763,0,0.2
t764,0,0.359
t765,0,0.451
t766,0,0.454
t767,0,0.488
t768,0,0.555
t769,0.18,0.505
t770,0.441,0.447
t771,0.474,0.598
t772,0.312,0.652
t773,0.337,0.667
t774,0.701,0.697
t775,0.657,0.748
t776,0.461,0.77
t777,0.188,0.737
t778,0.022,0.62
t779,0,0.627
t780,0,0.622
t781,0,0.577
t782,0,0.513
t783,0,0.528
t784,0,0.644
t785,0,0.712
t786,0,0.704
t787,0,0.667
t788,0,0.667
t789,0,0.693
t790,0,0.682
t791,0,0.672
t792,0,0.679
t793,0.231,0.694
t794,0.517,0.775
t795,0.715,0.942
t796,0.829,0.944
t797,0.866,0.924
t798,0.833,0.893
t799,0.732,0.849
t800,0.557,0.796
t801,0.301,0.7
t802,0.036,0.539
t803,0,0.464
t804,0,0.476
t805,0,0.513
t806,0,0.547
t807,0,0.586
t808,0,0.615
t809,0,0.615
t810,0,0.59
t811,0,0.571
t812,0,0.54
t813,0,0.481
t814,0,0.399
t815,0,0.329
t816,0.001,0.294
t817,0.19,0.278
t818,0.45,0.16
t819,0.635,0.334
t820,0.745,0.583
t821,0.789,0.755
t822,0.764,0.86
t823,0.671,0.895
t824,0.506,0.906
t825,0.268,0.872
t826,0.031,0.844
t827,0,0.867
t828,0,0.848
t829,0,0.809
t830,0,0.75
t831,0,0.674
t832,0,0.62
t833,0,0.6
t834,0,0.583
t835,0,0.583
t836,0,0.609
t837,0,0.626
t838,0,0.57
t839,0,0.477
t840,0.002,0.398
t841,0.211,0.297
t842,0.472,0.118
t843,0.664,0.162
t844,0.771,0.424
t845,0.811,0.689
t846,0.786,0.819
t847,0.699,0.851
t848,0.545,0.833
t849,0.306,0.744
t850,0.042,0.675
t851,0,0.705
t852,0,0.682
t853,0,0.547
t854,0,0.306
t855,0,0.152
t856,0,0.1
t857,0,0.065
t858,0,0.075
t859,0,0.084
t860,0,0.14
t861,0,0.178
t862,0,0.144
t863,0,0.115
t864,0.002,0.118
t865,0.248,0.122
t866,0.507,0.1
t867,0.687,0.123
t868,0.801,0.334
t869,0.843,0.739
t870,0.822,0.9
t871,0.744,0.943
t872,0.59,0.958
t873,0.346,0.963
t874,0.057,0.954
t875,0,0.931
t876,0,0.879
t877,0,0.751
t878,0,0.55
t879,0,0.311
t880,0,0.136
t881,0,0.049
t882,0,0.024
t883,0,0.037
t884,0,0.047
t885,0,0.03
t886,0,0.031
t887,0,0.047
t888,0.006,0.073
t889,0.218,0.077
t890,0.442,0.1
t891,0.401,0.104
t892,0.446,0.05
t893,0.363,0.028
t894,0.399,0.029
t895,0.32,0.041
t896,0.327,0.048
t897,0.178,0.043
t898,0.012,0.032
t899,0,0.015
t900,0,0.006
t901,0,0.004
t902,0,0.004
t903,0,0.002
t904,0,0
t905,0,0
t906,0,0.01
t907,0,0.093
t908,0,0.232
t909,0,0.323
t910,0,0.362
t911,0,0.34
t912,0.002,0.323
t913,0.272,0.272
t914,0.552,0.332
t915,0.743,0.501
t916,0.852,0.643
t917,0.894,0.777
t918,0.87,0.859
t919,0.776,0.882
t920,0.604,0.87
t921,0.347,0.816
t922,0.055,0.645
t923,0,0.472
t924,0,0.413
t925,0,0.362
t926,0,0.302
t927,0,0.26
t928,0,0.237
t929,0,0.213
t930,0,0.193
t931,0,0.176
t932,0,0.137
t933,0,0.113
t934,0,0.058
t935,0,0.018
t936,0.003,0.005
t937,0.084,0
t938,0.222,0
t939,0.315,0
t940,0.303,0
t941,0.274,0.006
t942,0.248,0.016
t943,0.228,0.02
t944,0.205,0.021
t945,0.127,0.021
t946,0.023,0.029
t947,0,0.046
t948,0,0.049
t949,0,0.048
t950,0,0.046
t951,0,0.038
t952,0,0.042
t953,0,0.053
t954,0,0.055
t955,0,0.039
t956,0,0.024
t957,0,0.02
t958,0,0.011
t959,0,0.005
t960,0.001,0.002
t961,0.089,0.002
t962,0.323,0.018
t963,0.642,0.089
t964,0.809,0.181
t965,0.847,0.287
t966,0.783,0.403
t967,0.559,0.488
t968,0.351,0.535
t969,0.163,0.542
t970,0.018,0.439
t971,0,0.454
t972,0,0.535
t973,0,0.651
t974,0,0.701
t975,0,0.627
t976,0,0.442
t977,0,0.291
t978,0,0.201
t979,0,0.146
t980,0,0.112
t981,0,0.087
t982,0,0.058
t983,0,0.041
t984,0.003,0.036
t985,0.123,0.023
t986,0.342,0.004
t987,0.573,0
t988,0.713,0
t989,0.568,0
t990,0.4,0
t991,0.284,0
t992,0.286,0
t993,0.154,0
t994,0.026,0.001
t995,0,0.03
t996,0,0.091
t997,0,0.145
t998,0,0.164
t999,0,0.152
t1000,0,0.121
t1001,0,0.068
t1002,0,0.031
t1003,0,0.058
t1004,0,0.149
t1005,0,0.245
t1006,0,0.249
t1007,0,0.222
t1008,0.01,0.21
t1009,0.299,0.132
t1010,0.558,0.057
t1011,0.735,0.084
t1012,0.838,0.144
t1013,0.876,0.177
t1014,0.854,0.198
t1015,0.766,0.194
t1016,0.608,0.192
t1017,0.37,0.192
t1018,0.079,0.201
t1019,0,0.237
t1020,0,0.218
t1021,0,0.17
t1022,0,0.14
t1023,0,0.131
t1024,0,0.13
t1025,0,0.146
t1026,0,0.18
t1027,0,0.203
t1028,0,0.185
t1029,0,0.173
t1030,0,0.168
t1031,0,0.174
t1032,0.014,0.194
t1033,0.284,0.16
t1034,0.534,0.136
t1035,0.704,0.26
t1036,0.796,0.357
t1037,0.819,0.415
t1038,0.724,0.427
t1039,0.515,0.47
t1040,0.38,0.529
t1041,0.168,0.523
t1042,0.021,0.479
t1043,0,0.63
t1044,0,0.713
t1045,0,0.71
t1046,0,0.701
t1047,0,0.697
t1048,0,0.784
t1049,0,0.8
t1050,0,0.813
t1051,0,0.792
t1052,0,0.75
